review,translated_review,clean_text,sentiment
super cozy!!!,sangat nyaman!!!,nyaman,Positive
the ambience is good and cozy,suasana nya bagus dan nyaman,suasana nya bagus nyaman,Positive
Semoga bisa lebih sopan,Semoga bisa lebih sopan,moga sopan,Positive
Good price and excellent espresso,Harga bagus dan espresso yang enak,harga bagus espresso enak,Positive
Tempatnya cozy bikin betah,Tempatnya cozy bikin betah,tempat cozy bikin betah,Positive
"The ambience is so good. There is an outdoor, indoor, backyard and rooftop seats. Open from 7 am so we can get morning coffee and brekfast here. Price is affordable. Just a littlebit difficult to get parking especially on weekend.","Suasananya sangat bagus. Ada tempat duduk di luar, dalam, halaman belakang, dan atap. Buka mulai pukul 7 pagi jadi kita bisa menikmati kopi pagi dan sarapan di sini. Harganya terjangkau. Hanya saja agak sulit mendapatkan tempat parkir, terutama di akhir pekan.",suasana bagus duduk halaman atap buka pagi nikmat kopi pagi sarap harga jangkau sulit parkir pekan,Positive
Asik buat nongkrong..uenak kopinya..,Asik buat nongkrong..uenak kopinya..,asik nongkrong uenak kopi,Positive
"Tempatnya bagus buat foto foto, asri, kekinian makanannya menarik, enak, sehat dan organik. Recomended banget buat nongkrong.","Tempatnya bagus buat foto foto, asri, kekinian makanannya menarik, enak, sehat dan organik. Recomended banget buat nongkrong.",tempat bagus foto foto asri kini makan tarik enak sehat organik recomended banget nongkrong,Positive
"Tempatny enak ,, cuma suka penuh jd mending dtg dr sblm dzuhur deh haha","Tempatnya enak,, cuma suka penuh jd mending dtg dr sblm dzuhur deh haha",tempat enak suka penuh mending dzuhur deh haha,Positive
"Kopi rasa air ujan Pengalaman pribadi, pas kebetulan sedang ujan, sy duduk di backyard nya. Pesen cappucino panas, eh nganterin kopinya gak ditutup dong. Lah rasa air ujan. Kayak ada ujan2 ya gitu. Walaupun bukan ujan yg deres, ttp aja kan masuk air ujannya","Kopi rasa air ujan Pengalaman pribadi, kebetulan sedang ujan, sy duduk di halaman belakang nya. Pesen cappucino panas, eh nganterin kopinya gak ditutup dong. Lah rasa air ujan. Kayaknya ada ujan2 ya gitu. Walaupun bukan ujan yg deres, ttp aja kan masuk air ujannya",kopi air ujan alam pribadi ujan duduk halaman nya pesan cappucino panas eh antar kopi tutup air ujan kayak ujan ya ujan deres masuk air ujannya,Negative
"Weekend's usually crowded, expensive",Akhir pekan biasanya ramai dan mahal,pekan ramai mahal,Negative
"Such hip and modern architecture, interior design and decoration. The coffee is good. I recommend biscoff latte","Arsitektur, desain interior, dan dekorasi yang trendi dan modern. Kopinya enak. Saya rekomendasikan biscoff latte",arsitektur desain interior dekorasi trendi modern kopi enak rekomendasi biscoff latte,Positive
"Mantep, bagus, ena","Mantep, bagus, ena",mantap bagus ena,Positive
"Good coffe, good food, reasonable price, lots of instagramable spot, clean bathroom","Kopi enak, makanan enak, harga terjangkau, banyak spot instagramable, kamar mandi bersih",kopi enak makan enak harga jangkau spot instagramable kamar mandi bersih,Positive
"Banyak menu varian dan kopinya diluar ekspekstasi dan ternyata enak banget, suasana juga ramai parkiran di area sekitar juga tersedia, untuk harga sebanding dengan branding yg ditawarkan serta Ambience yang di dapat, untuk kopi susu favoritnya dari de.u coffee nikmat, long black juga memiliki after taste yang oke. Snack pun juga tersedia, cocok dicoba bila bingung ingin mencari kedai kopi recomended di daerah dipatiukur, karena tidak jauh dari sana banyak korean street food yang dijajakan.","Banyak varian menu dan kopinya diluar ekspekstasi dan ternyata enak banget, suasana juga ramai parkiran di area sekitar juga tersedia, untuk harga sebanding dengan branding yang ditawarkan serta Ambience yang di dapat, untuk kopi susu favoritnya dari de.u coffee nikmat, long black juga memiliki after rasa yang oke. Snack pun juga tersedia, cocok dicoba bila bingung ingin mencari kedai kopi recomended di daerah dipatiukur, karena tidak jauh dari sana banyak Korean street food yang dijajakan.",varian menu kopi luar ekspekstasi enak banget suasana ramai parkir area sedia harga banding branding tawar ambience kopi susu favorit deh lu coffee nikmat long black milik after oke snack sedia cocok coba bingung cari kedai kopi recomended daerah dipatiukur korean street food jaja,Positive
Tempatnya lumayan nyaman. Kopinya juga lumayan oke lahhhh. Next pasti kesini lagi,Tempatnya lumayan nyaman. Kopinya juga lumayan oke lahhh. Next pasti kesini lagi,tempat lumayan nyaman kopi lumayan oke next kesini,Positive
Nice place nice ambiance nice coffee nice food,"Tempat yang bagus, suasana yang bagus, kopi yang enak, makanan yang enak",bagus suasana bagus kopi enak makan enak,Positive
"Konsel cafe minimalis, kopinya lumayan harga tidak terlalu mahal. Buat sekedar santai pagi hari habis jalan pagi cukup enak","Kafe konsel minimalis, kopinya lumayan harga tidak terlalu mahal. Buat sekedar bersantai pagi hari habis jalan pagi cukup enak",kafe konsel minimal kopi lumayan harga mahal dar santa pagi habis jalan pagi enak,Positive
Panas2 ngopi disini enak bgt krn ada ruang ber-AC,Panas2 ngopi disini enak bgt krn ada ruang ber-AC,panas ngopi enak banget ruang ber ac,Positive
"Enak buat kerja sambil nongkrong. Terutama ruangan yg ber-ACnya. Salted Egg with Chicken Karaage nya enak, berasa banget salted egg nya tapi gak bikin enek. Hot Honey Lemon nya terlalu manis. Dulu pesen Cappucino sama Creamy Mushroom Croissant yg Chicken itu enakk juga.","Enak buat kerja sambil nongkrong. Terutama ruangan yg ber-ACnya. Salted Egg with Chicken Karaage nya enak, berasa banget salted egg nya tapi gak bikin enek. Hot Honey Lemon nya terlalu manis. Dulu pesen Cappucino sama Creamy Mushroom Croissant yg Chicken itu enak juga.",enak kerja nongkrong ruang ber acnya salted egg with chicken karaage nya enak asa banget salted egg nya bikin enek hot honey lemon nya manis pesan cappucino creamy mushroom croissant chicken enak,Positive
Susah untuk parkir tp harga minuman ekonomis,Susah untuk parkir tp harga minuman ekonomis,susah parkir harga minum ekonomis,Positive
"Good place. But too crowded here, every time. Maybe cuz the location is strategic",Tempatnya bagus. Tapi selalu rame tiap kali kesini. Mungkin karena lokasinya strategis.,tempat bagus rame kali kesini lokasi strategis,Positive
"Tempat yang enak buat hang out bersama teman-teman, untuk menu nya lumayan terjangkau dan untuk tempat sangat ramai pengunjung apalagi di hari weekend. Selalu full tempat nya. Akan selalu ada cerita baru ketika kita duduk bersama dengan di temani oleh se cup kopi. Enjoy the life.","Tempat yang enak buat nongkrong bareng teman-teman, untuk menunya lumayan terjangkau dan untuk tempat yang sangat ramai pengunjung apalagi di hari weekend. Selalu penuh tempatnya. Akan selalu ada cerita baru ketika kita duduk bersama dengan temani oleh se cup kopi. Nikmati hidup.",enak nongkrong bareng teman teman menu lumayan jangkau ramai unjung weekend penuh tempat cerita duduk teman cup kopi nikmat hidup,Positive
great place to enjoy coffee,tempat yang bagus untuk menikmati kopi,bagus nikmat kopi,Positive
Nice.,Bagus.,bagus,Positive
Very cozy place. Nice for hangout. Price is a little bit up there though. The croffle is delicious.,Tempat yang sangat nyaman. Cocok untuk nongkrong. Harganya memang agak mahal. Croffle-nya lezat.,nyaman cocok nongkrong harga mahal croffle nya lezat,Positive
"Modern architecture, spacious areas both outdoor & indoor. Tried their recommended beverages: lotus biscoff lattee - perfect for sweet tooth.","Arsitektur modern, area yang luas baik di dalam maupun di luar ruangan. Mencoba minuman yang direkomendasikan: lotus biscoff lattee - cocok untuk yang suka makanan manis.",arsitektur modern area luas ruang coba minum rekomendasi lotus biscoff lattee cocok suka makan manis,Positive
Kopi Susu DeU nya Favorite!,Kopi Susu DeU Favoritnya!,kopi susu deu favorit,Positive
"Another tempat cozy di DU... Juara ... Es kopi nya pas manis nya, pas kopi nya... Soal tempat jangan ditanya, ada banyak pilihan meja disini, ada roof, ada indoor AC, ada outdoor nyaman...","Tempat lain yang nyaman di DU... Juara ... Es kopi nya pas manis nya, pas kopi nya... Soal tempat jangan ditanya, ada banyak pilihan meja disini, ada roof, ada indoor AC, ada outdoor nyaman...",nyaman du juara es kopi nya pas manis nya pas kopi nya pilih meja roof indoor ac outdoor nyaman,Positive
Sayang area parkir utk mobil susah,Sayang area parkir utk mobil susah,sayang area parkir mobil susah,Negative
"Nice ambience, ke sini pas siang playlist nya oke banget. Pas mulai ke sore udah mulai deh playlist jamet.","Nice ambience, ke sini pas siang playlistnya oke banget. Pas mulai ke sore udah mulai deh playlist jamet.",nice ambience pas siang playlistnya oke banget pas sore deh playlist jamet,Positive
Cukup menarik,Cukup menarik,tarik,Negative
Makanan enak kopinya juga enak bgt,Makanan enak kopinya juga enak bgt,makan enak kopi enak banget,Positive
"Cocok untuk ngerjain tugas atau bekerja, yang wfh tapi gabut di rumah mungkin bisa coba","Cocok untuk ngerjain tugas atau bekerja, yang wfh tapi gabut di rumah mungkin bisa coba",cocok ngerjain tugas wfh gabut rumah coba,Positive
"tempatnya strategis, gampang ditemui, asik buat nongki yg suka outdoor an, disini ak pesen kopi susu nya enak bgt sih, creamy bgt, harga ok lah","tempatnya strategis, mudah ditemui, asik buat nongki yg suka outdoor an, disini ak pesen kopi susu nya enak bgt sih, creamy bgt, harga ok lah",tempat strategis mudah temu asik nongki suka outdoor an pesan kopi susu nya enak banget sih creamy banget harga ok,Positive
"Tempat nya instagramable banget, asik buat nongkrong dan diskusi kerjaan","Tempatnya instagramable banget, asik buat nongkrong dan diskusi kerjaan",tempat instagramable banget asik nongkrong diskusi kerja,Positive
Tempatnya asik dan suasananya cozy. Ada banyak tempat duduk dibagian belakangnya. Untuk rasa kopi menurut selera saya agak terlalu manis.,Tempatnya asik dan suasananya nyaman. Ada banyak tempat duduk dibagian belakangnya. Untuk rasa kopi menurut selera saya agak terlalu manis.,tempat asik suasana nyaman duduk bagi belakang kopi selera manis,Positive
"Tempatnya menjadi lebih luas, ada area backyard-nya sekarang.","Tempatnya menjadi lebih luas, ada area halaman belakangnya sekarang.",tempat luas area halaman belakang,Neutral
Avogato coffe enak,Kopi Avogato yang lezat,kopi avogato lezat,Positive
"Quite a contender for world’s most renowned coffee store just across the street. They sell good coffee and refreshing drinks, quite cheap, with lots of architectural touch around the store, and better parking price.","Cukup bersaing untuk menjadi kedai kopi paling terkenal di dunia yang terletak di seberang jalan. Mereka menjual kopi yang enak dan minuman yang menyegarkan, cukup murah, dengan banyak sentuhan arsitektur di sekitar toko, dan harga parkir yang lebih baik.",saing kedai kopi kenal dunia letak seberang jalan jual kopi enak minum segar murah sentuh arsitektur toko harga parkir,Positive
"Tempat nongkrong terbaik di Dipatiukur, enak banget buat nongkrong sama temen-temen sambil menikmati kopi. Designnya juga bagus banget! Wajib dicoba nih kalau lagi melipir ke Dipatiukur.","Tempat nongkrong terbaik di Dipatiukur, enak banget buat nongkrong sama temen-temen sambil menikmati kopi. Desainnya juga bagus banget! Wajib dicoba nih kalau lagi melipir ke Dipatiukur.",nongkrong baik dipatiukur enak banget nongkrong teman teman nikmat kopi desain bagus banget wajib coba nih melipir dipatiukur,Positive
"bagus temptnya,adem",baguss ...,bagus,Positive
"Bikin betah, kopi susunya enak.","Bikin beta, kopi susunya enak.",bikin beta kopi susu enak,Positive
Musiknya berisik,Musiknya berisik,musik berisik,Negative
Tempat nya nyaman,Tempatnya nyaman,tempat nyaman,Positive
Bagian dalem cafe enak untuk WFC,Bagian dalem cafe enak untuk WFC,dalem cafe enak wfc,Positive
"I really like the style of the cafe. The seats are plenty, mostly outdoors but surprisingly not noisy at all even at the busiest time. They serve coffee, non-coffee drinks, lunch, snacks and also dessert. Coffee-wise i think it tastes okay. They also have excellent service, the waiter and waitresses are very kind, the barista is also very friendly. Mushola is also available here, which is a big plus for muslims. The toilets are very well maintained. Overall i really enjoyed my time here 👍🏻","Saya sangat suka gaya kafenya. Tempat duduknya banyak, sebagian besar di luar ruangan tetapi secara mengejutkan tidak berisik sama sekali bahkan pada jam-jam sibuk. Mereka menyediakan kopi, minuman non-kopi, makan siang, makanan ringan, dan juga hidangan penutup. Dari segi kopi, menurut saya rasanya lumayan. Mereka juga memiliki layanan yang sangat baik, pelayannya sangat baik, barista-nya juga sangat ramah. Mushola juga tersedia di sini, yang merupakan nilai tambah yang besar bagi umat muslim. Toiletnya sangat terawat dengan baik. Secara keseluruhan saya sangat menikmati waktu saya di sini 👍🏻",suka gaya kafe duduk ruang kejut berisik jam jam sibuk sedia kopi minum non kopi makan siang makan ringan hidang tutup segi kopi lumayan milik layan layan barista nya ramah mushola sedia nilai umat muslim toilet awat nikmat,Positive
One of good vibes in Bandung Area! Coffee was tasty!,Salah satu tempat yang asyik di Bandung! Kopinya enak!,salah asyik bandung kopi enak,Positive
recomended place to drink coffe and chit chat with friend,tempat yang direkomendasikan untuk minum kopi dan ngobrol dengan teman,rekomendasi minum kopi obrol teman,Positive
"Nunggu sejam lebih , ongkos ga seberapa , Utamakan yg delivery ,","Nunggu sejam lebih , ongkos ga seberapa , Utamakan yg delivery ,",tunggu jam ongkos utama delivery,Neutral
mantab bersih,bersih bersih,bersih bersih,Positive
Keren!!!!!!,Keren!!!!!!,keren,Positive
good place❤️,Tempat yang bagus❤️,bagus,Positive
Cappuccino as it best. Good ambiance for hangout and quick meeting. Breakfast also very possible,Cappuccino adalah pilihan terbaik. Suasana yang bagus untuk nongkrong dan rapat singkat. Sarapan juga sangat memungkinkan,cappuccino pilih baik suasana bagus nongkrong rapat singkat sarap,Positive
love the coffee and the ambience,suka kopi dan suasananya,suka kopi suasana,Positive
"tempat duduknya banyak, makanan dan minumannya enak","tempat duduknya banyak, makanan dan minumannya enak",duduk makan minum enak,Positive
"mantapp,.","mantapp,.",mantap,Positive
"Lovely place. Favorite place in bandung untuk Ngopi, nongkrong, meeting","Tempat yang indah. Tempat favorit di bandung untuk Ngopi, nongkrong, rapat",indah favorit bandung ngopi nongkrong rapat,Positive
"Tempat nya enak, luas","Tempatnya enak, luas",tempat enak luas,Positive
"Love the ambience...the croffle is delicious, sweet and crispy. The coffee is grear","Suka suasananya... croffle-nya enak, manis dan renyah. Kopinya enak",suka suasana croffle nya enak manis renyah kopi enak,Positive
"Pretty interesting cafe in the town. The ambience was quite comfy. This place can be too crowded. Beverages portion was too small, you can slurp it once or twice and its gone. Food so so lah.","Kafe yang cukup menarik di kota ini. Suasananya cukup nyaman. Tempat ini bisa jadi terlalu ramai. Porsi minumannya terlalu kecil, Anda bisa menyeruputnya sekali atau dua kali dan minuman itu akan habis. Makanannya biasa saja.",kafe tarik kota suasana nyaman ramai porsi minum seruput kali minum habis makan,Positive
"tempat nyaman , kopi enak","tempat yang nyaman, kopi yang enak",nyaman kopi enak,Positive
rameee,rameee,rameee,Positive
"Sumpah vibesnya enak banget, tempatnya minimalis tapi bikin betah.","Sumpah getarannya enak banget, tempatnya minimalis tapi bikin betah.",sumpah getar enak banget tempat minimal bikin betah,Positive
kopi susunya enak tempatnya jg enak,kopi susunya enak tempatnya jg enak,kopi susu enak tempat enak,Positive
💯💯💯,,nan,Positive
Penuh ya kalo malem,Penuh ya kalo malem,penuh ya kalo malam,Negative
good coffe good with good people,"kopi enak, enak bersama orang baik",kopi enak enak orang,Positive
Overall Good,Secara keseluruhan bagus,bagus,Positive
"Pelayanan sangat lama,makan waktu","Pelayanan sangat lama, makan waktu",layan makan,Positive
Simple,Sederhana,sederhana,Positive
"Bintang 5 deh pokoknya, baik banget sama driver online, selalu dikasih kopi gratis, jarang2 minum kopi kek gini😅, thanks.. Makasih banget pokonya","Bintang 5 deh pokoknya, baik banget sama driver online, selalu dikasih kopi gratis, jarang2 minum kopi kek gini😅, thanks.. Makasih banget pokonya",bintang deh pokok banget driver online kasih kopi gratis jarang minum kopi kayak thanks terima kasih banget pokok,Positive
First time at de u coffee Magic coffee,Pertama kali di de u coffee Kopi ajaib,kali deh lu coffee kopi ajaib,Positive
"Have a bigger space inside, not only main place, great coffee a lil bit pricey but okay","Memiliki ruang yang lebih besar di dalam, tidak hanya tempat utama, kopi enak sedikit mahal tapi oke",milik ruang utama kopi enak mahal oke,Positive
tempat kongkow yg cozy,tempat kongkow yang nyaman,kongkow nyaman,Positive
"Tempatnya ramai sekali, harus rela nunggu pengunjung berkurang kalo lagi rame seperti malam minggu tadi. Long black kopinya mantap.","Tempatnya ramai sekali, harus rela menunggu berkurangnya pengunjung kalo lagi rame seperti malam minggu tadi. Kopinya hitam panjang mantap.",tempat ramai rela tunggu kurang unjung kalo rame malam minggu kopi hitam mantap,Positive
"Nice place but a bit crowded at weekend , does not have much seat to sit but overall fantastic especially the wings 5/5 ⭐⭐⭐⭐⭐","Tempat yang bagus tapi agak ramai di akhir pekan, tidak banyak tempat duduk untuk duduk tapi secara keseluruhan fantastis terutama sayapnya 5/5 ⭐⭐⭐⭐⭐",bagus ramai pekan duduk duduk fantastis sayap,Positive
"Comfy and affordable outdoor place to have a cup of morning coffee after jogging. Their staffs are nice and helpful, and the menu is good as well.","Tempat luar ruangan yang nyaman dan terjangkau untuk menikmati secangkir kopi pagi setelah jogging. Stafnya ramah dan membantu, dan menunya juga lezat.",ruang nyaman jangkau nikmat cangkir kopi pagi jogging staf ramah bantu menu lezat,Positive
"Suasananya oke banget, untuk kopinya juga enak tapi untuk service lebih ditingkatin lagi ya 👌","Suasananya oke banget, untuk kopinya juga enak tapi untuk pelayanan lebih tingkatin lagi ya 👌",suasana oke banget kopi enak layan tingkatin ya,Positive
"tumbenan banget sepi pas lewat, ternyata ada area baru, The Backyard namanya, lebih proper, dan cakep. kemarin coba es kopi susunya yang best seller, krimi sekali, tapi gak manis yang kebangetan, sama cold brew, lupa beansnya apa, yang pasti yang dominan fruity, supaya segar di siang hari.","tumbenan banget sepi pas lewat, ternyata ada area baru, The Backyard namanya, lebih tepat, dan cakep. kemarin coba es kopi susunya yang best seller, krimi sekali, tapi gak manis yang kebangetan, sama cold brew, lupa beansnya apa, yang pasti yang dominan Fruity, supaya segar di siang hari.",tumben banget sepi pas area the backyard nama cakep kemarin coba es kopi susu best seller krim manis banget cold brew lupa beansnya dominan fruity segar siang,Positive
Tempatnya asik banget buat nongki2 syantik bareng temen2.. Tempatnya kekinian dan hype asik.. Makanan & minuman yg disediakan juga enak.. Es kopi susunya seger banget,Tempatnya asik banget buat nongki2 syantik bareng temen2.. Tempatnya kekinian dan hype asik.. Makanan & minuman yg disediakan juga enak.. Es kopi susunya seger banget,tempat asik banget nongki cantik bareng teman tempat kini hype asik makan minum sedia enak es kopi susu segar banget,Positive
"First place i visit after arriving on bandung, since it is located in the middle of the town and near some shuttle bus station. The place is great for both smoker and non smoke, although i would be wary if its raining. The coffee tasted delicious and i also had the japanese pizza which tasted pretty great. An all rounder place you cant go wrong with","Tempat pertama yang saya kunjungi setelah tiba di Bandung, karena terletak di tengah kota dan dekat dengan beberapa halte bus antar-jemput. Tempat ini cocok untuk perokok dan non-perokok, meskipun saya akan berhati-hati jika hujan. Kopinya terasa lezat dan saya juga mencicipi pizza Jepang yang rasanya cukup enak. Tempat serba guna yang tidak akan mengecewakan Anda.",kunjung bandung letak kota halte bus jemput cocok okok non okok hati hati hujan kopi lezat cicip pizza jepang enak serba kecewa,Negative
"Very very nice place to meet up & chit chat. 1st you must order & paid at bar area, Then find your cozy seat. Prepare your camera, to take some spot for some nice picture. Coffee taste was nice 30k $$$ Crofle taste was nice 30k $$$ Limited space for parking Many teenager & young couple visit this place for chit chat & meet up","Tempat yang sangat sangat bagus untuk bertemu & berbincang. Pertama Anda harus memesan & membayar di area bar, Kemudian cari tempat duduk yang nyaman. Siapkan kamera Anda, untuk mengambil beberapa tempat untuk mengambil gambar yang bagus. Rasa kopinya enak 30k $$$ Rasa Croflenya enak 30k $$$ Tempat parkir terbatas Banyak remaja & pasangan muda mengunjungi tempat ini untuk mengobrol & bertemu",bagus temu bincang mes bayar area bar cari duduk nyaman siap kamera ambil ambil gambar bagus kopi enak croflenya enak parkir batas remaja pasang muda unjung obrol temu,Positive
enak recomended buat ngopi2 kongkow sore tempat tengah kota,enak recomended buat ngopi2 kongkow sore tempat tengah kota,enak recomended ngopi kongkow sore kota,Positive
"Food taste can be better, didn't try the coffee but the tea js okay, the location is strategic and nice","Rasa makanannya bisa lebih baik, kopinya belum dicoba tapi tehnya oke, tempatnya strategis dan bagus",makan kopi coba teh oke tempat strategis bagus,Positive
"saya merasa bahwa salah satu tempat ngopi hits di daerah dipatiukur ya disini, pelayanan ramah, banyak anak muda juga nongkrong dan ngopi disini, bentuk bangunan unik, untuk sajian saya pikir cukup setara dengan harganya, semoga segera ramai kembali ya.. soalnya saat ini lagi ppkn. patut dicoba :)","saya merasa bahwa salah satu tempat ngopi hits di daerah dipatiukur ya disini, pelayanan yang ramah, banyak anak muda juga nongkrong dan ngopi disini, bentuk bangunan unik, untuk sajian saya pikir cukup setara dengan harganya, semoga segera banyak kembali ya.. soalnya saat ini lagi ppkn. patut dicoba :)",salah ngopi hits daerah dipatiukur ya layan ramah anak muda nongkrong ngopi bentuk bangun unik saji pikir tara harga moga ya ppkn patut coba,Positive
"Aku suka es kopi susu de.u! Parkirnya luas no worries kalo mau dateng kesini ga susah cari parkir, tapi penuh mulu :') Selama PPKM mereka ada Drive Thru jadi tetep bisa beli tanpa turun dari mobil. Staffnya ramah dan friendly, untuk drive thru dapet diskon juga. Lagi di kantor pun teteup ordernya es kopi susu de.u!","Aku suka es kopi susu de.u! Parkirnya luas jangan khawatir kalo mau kencan kesini ga susah cari parkir, tapi penuh mulu :') Selama PPKM mereka ada Drive Thru jadi tetep bisa beli tanpa turun dari mobil. Staffnya ramah dan bersahabat, untuk drive thru dapat diskon juga. Lagi di kantor pun teteup ordernya es kopi susu de.u!",suka es kopi susu deh lu parkir luas khawatir kalo kencan kesini susah cari parkir penuh mulu ppkm drive thru beli turun mobil staffnya ramah sahabat drive thru diskon kantor teteup order es kopi susu deh lu,Positive
Tempat nongkrong aestetic cocok untuk anak muda,Tempat nongkrong estetis cocok untuk anak muda,nongkrong estetis cocok anak muda,Positive
Love the croffle. Not too buttery. Not too sweet. So decent taste. Feels healthy. Good cappucino.,Suka croffle-nya. Tidak terlalu bermentega. Tidak terlalu manis. Rasanya lumayan. Terasa menyehatkan. Cappuccino-nya enak.,suka croffle nya mentega manis lumayan sehat cappuccino nya enak,Positive
"Nice outdoorsy place, which is important in COVID era. Indoor eating area is available but limited, still a good place for working remotely. The iced coffee is somewhat overpriced but the food is very nice!","Tempat luar ruangan yang bagus, yang penting di era COVID. Area makan dalam ruangan tersedia tetapi terbatas, tetap merupakan tempat yang bagus untuk bekerja jarak jauh. Es kopinya agak mahal tetapi makanannya sangat enak!",ruang bagus era covid area makan ruang sedia batas bagus jarak es kopi mahal makan enak,Positive
De.u is a modern and minimalistic style cafe. Focusing to youngsters and 'coffee for non-coffee drinkers'. Very nice architecture and also close to eco friendly concept. Price is considerably moderate since their main market is college students. Lovely place with friendly staffs as well 👍,De.u adalah kafe bergaya modern dan minimalis. Berfokus pada anak muda dan 'kopi untuk mereka yang tidak minum kopi'. Arsitekturnya sangat bagus dan juga dekat dengan konsep ramah lingkungan. Harganya cukup terjangkau karena pasar utamanya adalah mahasiswa. Tempatnya bagus dengan staf yang ramah 👍,deh lu kafe gaya modern minimal fokus anak muda kopi minum kopi arsitektur bagus konsep ramah lingkung harga jangkau pasar utama mahasiswa tempat bagus staf ramah,Positive
"Tempatnya cozy, nyaman, coffee dan makanannya juga enak","Tempatnya nyaman, nyaman, kopi dan makanannya juga enak",tempat nyaman nyaman kopi makan enak,Positive
"Aku team no edit edit kalo review tempat. Ini coffee shop enak bgt si didatengin pas weekdays , gak penuh soalnya. Kalo weekend selalu penuh. Spot foto nya banyak, enak bgt deh pokonya setiap sudut nya keren. Makanan nya juga mantep kok . Wajib coba 🙆‍♀️","Saya tim no edit edit kalo review tempat. Ini coffee shop enak bgt si didatengin pas weekdays , gak penuh soalnya. Kalo weekend selalu penuh. Spot fotonya banyak, enak bgt deh pokonya setiap sudutnya keren. Makanannya juga mantep kok . Wajib coba 🙆‍♀️",tim no edit edit kalo review coffee shop enak banget sih datang pas weekdays penuh kalo weekend penuh spot foto enak banget deh pokok sudut keren makan mantap wajib coba,Positive
"Nice experience , good place , good coffe and beverages , enjoy your time in here so good","Pengalaman yang menyenangkan, tempat yang bagus, kopi dan minuman yang enak, nikmati waktu Anda di sini, sangat menyenangkan",alam senang bagus kopi minum enak nikmat senang,Positive
very hit place right now I guess,Tempat yang sangat populer saat ini kurasa,populer rasa,Positive
"Kesan pertama waktu dateng ke de.u coffee yang tentunya berlokasi di jalan DU ini adalah ternyata rame orang juga ya 😅 tapi walaupun rame, senang bgt sama ramahnya mas-mas de.u yang stand by di depan cafe untuk ngasih tau bahkan nganterin sampe tempat duduk. Pelayanannya sangat saya apresiasi 👍🏻 saya pesan es kopi susu de.u seharga 27.000 (Juni 2021)","Kesan pertama waktu dateng ke de.u coffee yang tentunya berlokasi di jalan DU ini adalah ternyata rame orang juga ya 😅 tapi walaupun rame, senang bgt sama ramahnya mas-mas de.u yang stand by di depan cafe untuk ngasih tau bahkan nganterin sampe tempat duduk. Pelayanannya sangat saya apresiasi 👍🏻 saya pesan es kopi susu de.u seharga 27.000 (Juni 2021)",kesan deh lu coffee lokasi jalan du rame orang ya rame senang banget ramah mas mas deh lu stand by cafe asih tau antar duduk layan apresiasi pesan es kopi susu deh lu harga juni,Positive
"Kopi susunya lumayan enak, terus tempatnya sangat strategis Tapi kadang harus cepet kalo mau nongkrong disini soalnya selalu penuh 😊🙏🏻","Kopi susunya lumayan enak, terus tempatnya sangat strategis Tapi kadang harus cepet kalo mau nongkrong disini soalnya selalu penuh 😊🙏🏻",kopi susu lumayan enak tempat strategis kadang cepat kalo nongkrong penuh,Positive
"Very comfortable place, but with limited seating","Tempat yang sangat nyaman, tetapi tempat duduknya terbatas",nyaman duduk batas,Positive
Price ranges similar to starbuck.,Kisaran harga mirip dengan starbuck.,kisar harga starbuck,Negative
"Good food and beverages with reasonable price, may get a little crowded and with no proper procedure / precautions. Does not charge for taxes or service but accept tips.","Makanan dan minuman enak dengan harga terjangkau, mungkin agak ramai dan tidak ada prosedur/tindakan pencegahan yang tepat. Tidak mengenakan biaya untuk pajak atau layanan tetapi menerima tip.",makan minum enak harga jangkau ramai prosedur tindak cegah kena biaya pajak layan terima tip,Positive
Love the coffee,Suka kopinya,suka kopi,Positive
beralaskan aspal beratapkan langit Hujan datang dan kita pun bubar,beralaskan aspal beratapkan langit Hujan datang dan kita pun bubar,alas aspal ratap langit hujan bubar,Negative
Nice place for relax while afternoon coffee staff very friendly also helpfull will back again to there btw recomanded.,"Tempat yang bagus untuk bersantai sambil minum kopi di sore hari. Stafnya sangat ramah dan membantu. Ngomong-ngomong, direkomendasikan. Akan kembali lagi ke sana.",bagus santa minum kopi sore staf ramah bantu omong omong rekomendasi,Positive
"The coffee and moctail is good. Nice place so cozy, ambience was pretty good, have indoor and outdoor, staffs are nice kindly and friendly. Atmosphere (4/5) Drink (4/5) Place Outdoor (5/5) Service (4/5)","Kopi dan moctailnya enak. Tempatnya bagus, cozy, suasananya juga bagus, ada indoor dan outdoor, stafnya ramah dan bersahabat. Suasana (4/5) Minuman (4/5) Tempat Outdoor (5/5) Layanan (4/5)",kopi moctailnya enak tempat bagus cozy suasana bagus indoor outdoor staf ramah sahabat suasana minum outdoor layan,Positive
Kondisi pandemi terlalu ramai,Kondisi pandemi terlalu ramai,kondisi pandemi ramai,Neutral
Nongkrong malam lebih enak biar g panas,Nongkrong malam lebih enak biar g panas,nongkrong malam enak biar panas,Positive
